Manufacturer,Model Number,QTY,ETA
Kraus,C-GV-450-14-12mm-10ORB,0,Discontinued
Kraus,C-GV-450-14-12mm-10G,0,Discontinued
Kraus,C-GV-570-12mm-10CH,30,
Kraus,C-GV-570-12mm-10SN,30,
Kraus,C-GV-570-12mm-10ORB,30,
Kraus,C-GV-570-12mm-10G,30,
Kraus,C-GV-570-12mm-1005ORB,30,
Kraus,C-GV-570-12mm-15000ORB,30,
Kraus,C-GV-571-19mm-10CH,30,
Kraus,C-GV-571-19mm-10SN,30,
Kraus,C-GV-571-19mm-10ORB,30,
Kraus,C-GV-571-19mm-10G,30,
Kraus,C-GV-571-19mm-1005ORB,30,
Kraus,C-GV-571-19mm-15000ORB,30,
Kraus,C-GV-580-12mm-10CH,0,11/5/2012
Kraus,C-GV-580-12mm-10SN,0,11/5/2012
Kraus,C-GV-580-12mm-10AB,0,Discontinued
Kraus,C-GV-580-12mm-10ORB,0,11/5/2012
Kraus,C-GV-580-12mm-10G,0,11/5/2012
Kraus,C-GV-580-12mm-1005ORB,0,11/5/2012
Kraus,C-GV-580-12mm-15000ORB,0,11/5/2012
Kraus,C-GV-581-12mm-10CH,30,
Kraus,C-GV-581-12mm-10SN,30,
Kraus,C-GV-581-12mm-10AB,0,Discontinued
Kraus,C-GV-581-12mm-10ORB,30,
Kraus,C-GV-581-12mm-10G,30,
Kraus,C-GV-600-19mm-10CH,30,
Kraus,C-GV-600-19mm-10SN,30,
Kraus,C-GV-600-19mm-10AB,0,Discontinued
Kraus,C-GV-600-19mm-10ORB,30,
Kraus,C-GV-600-19mm-10G,30,
Kraus,C-GV-600-19mm-1002CH,30,
Kraus,C-GV-600-19mm-1002SN,30,
Kraus,C-GV-600-19mm-1002AB,0,Discontinued
Kraus,C-GV-600-19mm-1002ORB,0,Discontinued
Kraus,C-GV-600-19mm-1007CH,30,
Kraus,C-GV-600-19mm-1007SN,30,
Kraus,C-GV-600-19mm-1007AB,0,Discontinued
Kraus,C-GV-600-19mm-1007ORB,0,Discontinued
Kraus,C-GV-600-19mm-1300CH,30,
Kraus,C-GV-600-19mm-1300SN,30,
Kraus,C-GV-600-19mm-1300AB,0,Discontinued
Kraus,C-GV-600-19mm-1300ORB,0,Discontinued
Kraus,C-GV-600-19mm-1005ORB,30,
Kraus,C-GV-600-19mm-15000ORB,30,
Kraus,C-GV-610-19mm-10CH,0,11/5/2012
Kraus,C-GV-610-19mm-10SN,0,11/5/2012
Kraus,C-GV-610-19mm-10AB,0,Discontinued
Kraus,C-GV-610-19mm-10ORB,0,11/5/2012
Kraus,C-GV-610-19mm-10G,0,11/5/2012
Kraus,C-GV-610-19mm-1005ORB,0,11/5/2012
Kraus,C-GV-610-19mm-15000ORB,0,11/5/2012
Kraus,C-GV-620-17mm-10CH,30,
Kraus,C-GV-620-17mm-10SN,30,
Kraus,C-GV-620-17mm-10AB,0,Discontinued
Kraus,C-GV-620-17mm-10ORB,30,
Kraus,C-GV-620-17mm-10G,30,
Kraus,C-GV-620-17mm-1002CH,30,
Kraus,C-GV-620-17mm-1002SN,30,
Kraus,C-GV-620-17mm-1002AB,0,Discontinued
Kraus,C-GV-620-17mm-1002ORB,0,Discontinued
Kraus,C-GV-620-17mm-1007CH,30,
Kraus,C-GV-620-17mm-1007SN,30,
Kraus,C-GV-620-17mm-1007AB,0,Discontinued
Kraus,C-GV-620-17mm-1007ORB,0,Discontinued
Kraus,C-GV-620-17mm-1300CH,30,
Kraus,C-GV-620-17mm-1300SN,30,
Kraus,C-GV-620-17mm-1300AB,0,Discontinued
Kraus,C-GV-620-17mm-1300ORB,0,Discontinued
Kraus,C-GV-620-17mm-1005ORB,30,
Kraus,C-GV-620-17mm-15000ORB,30,
Kraus,C-GV-630-19mm-10CH,30,
Kraus,C-GV-630-19mm-10SN,30,
Kraus,C-GV-630-19mm-10AB,0,Discontinued
Kraus,C-GV-630-19mm-10ORB,30,
Kraus,C-GV-630-19mm-10G,30,
Kraus,C-GV-630-19mm-1002CH,30,
Kraus,C-GV-630-19mm-1002SN,30,
Kraus,C-GV-630-19mm-1002AB,0,Discontinued
Kraus,C-GV-630-19mm-1002ORB,0,Discontinued
Kraus,C-GV-630-19mm-1007CH,30,
Kraus,C-GV-630-19mm-1007SN,30,
Kraus,C-GV-630-19mm-1007AB,0,Discontinued
Kraus,C-GV-630-19mm-1007ORB,0,Discontinued
Kraus,C-GV-630-19mm-1300CH,30,
Kraus,C-GV-630-19mm-1300SN,30,
Kraus,C-GV-630-19mm-1300AB,0,Discontinued
Kraus,C-GV-630-19mm-1300ORB,0,Discontinued
Kraus,C-GV-630-19mm-1005ORB,30,
Kraus,C-GV-630-19mm-15000ORB,30,
Kraus,C-GV-650-19mm-10CH,10,
Kraus,C-GV-650-19mm-10SN,10,
Kraus,C-GV-650-19mm-10AB,0,Discontinued
Kraus,C-GV-650-19mm-10ORB,10,
Kraus,C-GV-650-19mm-10G,10,
Kraus,C-GV-650-19mm-1005ORB,10,
Kraus,C-GV-650-19mm-15000ORB,10,
Kraus,C-GV-651-12mm-10CH,30,
Kraus,C-GV-651-12mm-10SN,30,
Kraus,C-GV-651-12mm-10AB,0,Discontinued
Kraus,C-GV-651-12mm-10ORB,30,
Kraus,C-GV-651-12mm-10G,30,
Kraus,C-GV-651-12mm-1005ORB,30,
Kraus,C-GV-651-12mm-15000ORB,30,
Kraus,C-GV-700-19mm-10CH,25,
Kraus,C-GV-700-19mm-10SN,25,
Kraus,C-GV-700-19mm-10AB,0,Discontinued
Kraus,C-GV-700-19mm-10ORB,25,
Kraus,C-GV-700-19mm-10G,25,
Kraus,C-GV-700-19mm-1005ORB,25,
Kraus,C-GV-700-19mm-15000ORB,25,
Kraus,C-GV-710-12mm-10CH,0,11/5/2012
Kraus,C-GV-710-12mm-10SN,0,11/5/2012
Kraus,C-GV-710-12mm-10ORB,0,11/5/2012
Kraus,C-GV-710-12mm-10G,0,11/5/2012
Kraus,C-GV-710-12mm-1005ORB,0,11/5/2012
Kraus,C-GV-710-12mm-15000ORB,0,11/5/2012
Kraus,KCV-120,30,
Kraus,KCV-121,30,
Kraus,KCV-122,30,
Kraus,KCV-125,30,
Kraus,KCV-135,0,11/2/2012
Kraus,KCV-140,20,
Kraus,KCV-141,30,
Kraus,KCV-142,0,11/5/2012
Kraus,KCV-150,30,
Kraus,KCV-120-CH,30,
Kraus,KCV-120-SN,30,
Kraus,KCV-120-AB,30,
Kraus,KCV-120-ORB,30,
Kraus,KCV-121-CH,30,
Kraus,KCV-121-SN,30,
Kraus,KCV-121-AB,30,
Kraus,KCV-121-ORB,30,
Kraus,KCV-122-CH,30,
Kraus,KCV-122-SN,30,
Kraus,KCV-122-AB,30,
Kraus,KCV-122-ORB,30,
Kraus,KCV-125-CH,30,
Kraus,KCV-125-SN,30,
Kraus,KCV-125-AB,30,
Kraus,KCV-125-ORB,30,
Kraus,KCV-135-CH,0,11/2/2012
Kraus,KCV-135-SN,0,11/2/2012
Kraus,KCV-135-AB,0,11/2/2012
Kraus,KCV-135-ORB,0,11/2/2012
Kraus,KCV-140-CH,20,
Kraus,KCV-140-SN,20,
Kraus,KCV-140-AB,20,
Kraus,KCV-140-ORB,20,
Kraus,KCV-141-CH,30,
Kraus,KCV-141-SN,30,
Kraus,KCV-141-AB,30,
Kraus,KCV-141-ORB,30,
Kraus,KCV-142-CH,0,11/5/2012
Kraus,KCV-142-SN,0,11/5/2012
Kraus,KCV-150-CH,30,
Kraus,KCV-150-SN,30,
Kraus,C-KCV-120-1002CH,30,
Kraus,C-KCV-120-1002SN,30,
Kraus,C-KCV-120-1002AB,0,Discontinued
Kraus,C-KCV-120-1002ORB,0,Discontinued
Kraus,C-KCV-120-1007CH,30,
Kraus,C-KCV-120-1007SN,30,
Kraus,C-KCV-120-1007AB,0,Discontinued
Kraus,C-KCV-120-1007ORB,0,Discontinued
Kraus,C-KCV-120-1200CH,0,Discontinued
Kraus,C-KCV-120-1200SN,0,Discontinued
Kraus,C-KCV-120-1300CH,30,
Kraus,C-KCV-120-1300SN,30,
Kraus,C-KCV-120-1300AB,0,Discontinued
Kraus,C-KCV-120-1300ORB,0,Discontinued
Kraus,C-KCV-120-14300CH,30,
Kraus,C-KCV-120-14600CH,30,
Kraus,C-KCV-120-14700CH,30,
Kraus,C-KCV-120-14800CH,0,1/1/2013
Kraus,C-KCV-120-15000CH,30,
Kraus,C-KCV-120-15000BN,30,
Kraus,C-KCV-120-15000ORB,30,
Kraus,C-KCV-120-15100CH,30,
Kraus,C-KCV-120-15200CH,30,
Kraus,C-KCV-120-15500CH,30,
Kraus,C-KCV-120-15500BN,30,
Kraus,C-KCV-121-1002CH,30,
Kraus,C-KCV-121-1002SN,30,
Kraus,C-KCV-121-1002AB,0,Discontinued
Kraus,C-KCV-121-1002ORB,0,Discontinued
Kraus,C-KCV-121-1007CH,30,
Kraus,C-KCV-121-1007SN,30,
Kraus,C-KCV-121-1007AB,0,Discontinued
Kraus,C-KCV-121-1007ORB,0,Discontinued
Kraus,C-KCV-121-1200CH,0,Discontinued
Kraus,C-KCV-121-1200SN,0,Discontinued
Kraus,C-KCV-121-1300CH,30,
Kraus,C-KCV-121-1300SN,30,
Kraus,C-KCV-121-1300AB,0,Discontinued
Kraus,C-KCV-121-1300ORB,0,Discontinued
Kraus,C-KCV-121-14300CH,30,
Kraus,C-KCV-121-14600CH,30,
Kraus,C-KCV-121-14700CH,30,
Kraus,C-KCV-121-14800CH,0,1/1/2013
Kraus,C-KCV-121-15000CH,30,
Kraus,C-KCV-121-15000BN,30,
Kraus,C-KCV-121-15000ORB,30,
Kraus,C-KCV-121-15100CH,30,
Kraus,C-KCV-121-15200CH,30,
Kraus,C-KCV-121-15500CH,30,
Kraus,C-KCV-121-15500BN,30,
Kraus,C-KCV-122-1002CH,30,
Kraus,C-KCV-122-1002SN,30,
Kraus,C-KCV-122-1002AB,0,Discontinued
Kraus,C-KCV-122-1002ORB,0,Discontinued
Kraus,C-KCV-122-1007CH,30,
Kraus,C-KCV-122-1007SN,30,
Kraus,C-KCV-122-1007AB,0,Discontinued
Kraus,C-KCV-122-1007ORB,0,Discontinued
Kraus,C-KCV-122-1300CH,30,
Kraus,C-KCV-122-1300SN,30,
Kraus,C-KCV-122-1300AB,0,Discontinued
Kraus,C-KCV-122-1300ORB,0,Discontinued
Kraus,C-KCV-122-14300CH,30,
Kraus,C-KCV-122-14600CH,30,
Kraus,C-KCV-122-14700CH,30,
Kraus,C-KCV-122-14800CH,0,1/1/2013
Kraus,C-KCV-122-15000CH,30,
Kraus,C-KCV-122-15000BN,30,
Kraus,C-KCV-122-15000ORB,30,
Kraus,C-KCV-122-15100CH,30,
Kraus,C-KCV-122-15200CH,30,
Kraus,C-KCV-122-15500CH,30,
Kraus,C-KCV-122-15500BN,30,
Kraus,C-KCV-125-1002CH,30,
Kraus,C-KCV-125-1002SN,30,
Kraus,C-KCV-125-1002AB,0,Discontinued
Kraus,C-KCV-125-1002ORB,0,Discontinued
Kraus,C-KCV-125-1007CH,30,
Kraus,C-KCV-125-1007SN,30,
Kraus,C-KCV-125-1007AB,0,Discontinued
Kraus,C-KCV-125-1007ORB,0,Discontinued
Kraus,C-KCV-125-1200CH,0,Discontinued
Kraus,C-KCV-125-1200SN,0,Discontinued
Kraus,C-KCV-125-1300CH,30,
Kraus,C-KCV-125-1300SN,30,
Kraus,C-KCV-125-1300AB,0,Discontinued
Kraus,C-KCV-125-1300ORB,0,Discontinued
Kraus,C-KCV-125-14300CH,30,
Kraus,C-KCV-125-14600CH,30,
Kraus,C-KCV-125-14700CH,30,
Kraus,C-KCV-125-14800CH,0,Discontinued
Kraus,C-KCV-125-15000CH,30,
Kraus,C-KCV-125-15000BN,30,
Kraus,C-KCV-125-15000ORB,30,
Kraus,C-KCV-125-15100CH,30,
Kraus,C-KCV-125-15200CH,30,
Kraus,C-KCV-125-15500CH,30,
Kraus,C-KCV-125-15500BN,30,
Kraus,C-KCV-135-1002CH,0,11/2/2012
Kraus,C-KCV-135-1002SN,0,11/2/2012
Kraus,C-KCV-135-1002AB,0,Discontinued
Kraus,C-KCV-135-1002ORB,0,Discontinued
Kraus,C-KCV-135-1007CH,0,11/2/2012
Kraus,C-KCV-135-1007SN,0,11/2/2012
Kraus,C-KCV-135-1007AB,0,Discontinued
Kraus,C-KCV-135-1007ORB,0,Discontinued
Kraus,C-KCV-135-1200CH,0,Discontinued
Kraus,C-KCV-135-1200SN,0,Discontinued
Kraus,C-KCV-135-1300CH,0,11/2/2012
Kraus,C-KCV-135-1300SN,0,11/2/2012
Kraus,C-KCV-135-1300AB,0,Discontinued
Kraus,C-KCV-135-1300ORB,0,Discontinued
Kraus,C-KCV-135-14300CH,0,11/2/2012
Kraus,C-KCV-135-14600CH,0,11/2/2012
Kraus,C-KCV-135-14700CH,0,11/2/2012
Kraus,C-KCV-135-14800CH,0,11/2/2012
Kraus,C-KCV-135-15000CH,0,11/2/2012
Kraus,C-KCV-135-15000BN,0,11/2/2012
Kraus,C-KCV-135-15000ORB,0,11/2/2012
Kraus,C-KCV-135-15100CH,0,11/2/2012
Kraus,C-KCV-135-15200CH,0,11/2/2012
Kraus,C-KCV-135-15500CH,0,11/2/2012
Kraus,C-KCV-135-15500BN,0,11/2/2012
Kraus,C-KCV-140-1002CH,20,
Kraus,C-KCV-140-1002SN,20,
Kraus,C-KCV-140-1002AB,0,Discontinued
Kraus,C-KCV-140-1002ORB,0,Discontinued
Kraus,C-KCV-140-1007CH,20,
Kraus,C-KCV-140-1007SN,20,
Kraus,C-KCV-140-1007AB,0,Discontinued
Kraus,C-KCV-140-1007ORB,0,Discontinued
Kraus,C-KCV-140-1200CH,0,Discontinued
Kraus,C-KCV-140-1200SN,0,Discontinued
Kraus,C-KCV-140-1300CH,20,
Kraus,C-KCV-140-1300SN,20,
Kraus,C-KCV-140-1300AB,0,Discontinued
Kraus,C-KCV-140-1300ORB,0,Discontinued
Kraus,C-KCV-140-14300CH,20,
Kraus,C-KCV-140-14600CH,20,
Kraus,C-KCV-140-14700CH,20,
Kraus,C-KCV-140-14800CH,0,1/1/2013
Kraus,C-KCV-140-15000CH,20,
Kraus,C-KCV-140-15000BN,20,
Kraus,C-KCV-140-15000ORB,20,
Kraus,C-KCV-140-15100CH,20,
Kraus,C-KCV-140-15200CH,20,
Kraus,C-KCV-140-15500CH,20,
Kraus,C-KCV-140-15500BN,20,
Kraus,C-KCV-141-1002CH,30,
Kraus,C-KCV-141-1002SN,30,
Kraus,C-KCV-141-1002AB,0,Discontinued
Kraus,C-KCV-141-1002ORB,0,Discontinued
Kraus,C-KCV-141-1007CH,30,
Kraus,C-KCV-141-1007SN,30,
Kraus,C-KCV-141-1007AB,0,Discontinued
Kraus,C-KCV-141-1007ORB,0,Discontinued
Kraus,C-KCV-141-1200CH,0,Discontinued
Kraus,C-KCV-141-1200SN,0,Discontinued
Kraus,C-KCV-141-1300CH,30,
Kraus,C-KCV-141-1300SN,30,
Kraus,C-KCV-141-1300AB,0,Discontinued
Kraus,C-KCV-141-1300ORB,0,Discontinued
Kraus,C-KCV-141-14300CH,30,
Kraus,C-KCV-141-14600CH,30,
Kraus,C-KCV-141-14700CH,30,
Kraus,C-KCV-141-14800CH,0,1/1/2013
Kraus,C-KCV-141-15000CH,30,
Kraus,C-KCV-141-15000BN,30,
Kraus,C-KCV-141-15000ORB,30,
Kraus,C-KCV-141-15100CH,30,
Kraus,C-KCV-141-15200CH,30,
Kraus,C-KCV-141-15500CH,30,
Kraus,C-KCV-141-15500BN,30,
Kraus,C-KCV-142-14301CH,0,11/5/2012
Kraus,C-KCV-142-14601CH,0,11/5/2012
Kraus,C-KCV-142-14701CH,0,11/5/2012
Kraus,C-KCV-142-14801CH,0,1/1/2013
Kraus,C-KCV-142-14901CH,0,11/5/2012
Kraus,C-KCV-142-14901BN,0,11/5/2012
Kraus,C-KCV-142-15001CH,0,11/5/2012
Kraus,C-KCV-142-15001BN,0,11/5/2012
Kraus,C-KCV-142-15001ORB,0,11/5/2012
Kraus,C-KCV-142-15101CH,0,11/5/2012
Kraus,C-KCV-142-15201CH,0,11/5/2012
Kraus,C-KCV-142-15501CH,0,11/5/2012
Kraus,C-KCV-142-15501BN,0,11/5/2012
Kraus,C-KCV-142-16000CH,0,11/5/2012
Kraus,C-KCV-142-16000BN,0,11/5/2012
Kraus,C-KCV-142-16000ORB,0,11/5/2012
Kraus,C-KCV-142-16000G,0,11/5/2012
Kraus,C-KCV-150-14301CH,30,
Kraus,C-KCV-150-14601CH,30,
Kraus,C-KCV-150-14701CH,15,
Kraus,C-KCV-150-14801CH,0,1/1/2013
Kraus,C-KCV-150-14901CH,30,
Kraus,C-KCV-150-14901BN,30,
Kraus,C-KCV-150-15001CH,30,
Kraus,C-KCV-150-15001BN,30,
Kraus,C-KCV-150-15001ORB,30,
Kraus,C-KCV-150-15101CH,30,
Kraus,C-KCV-150-15201CH,30,
Kraus,C-KCV-150-15501CH,0,Discontinued
Kraus,C-KCV-150-15501BN,0,Discontinued
Kraus,C-KCV-150-16000CH,30,
Kraus,C-KCV-150-16000BN,30,
Kraus,C-KCV-150-16000ORB,30,
Kraus,C-KCV-150-16000G,30,
Kraus,KGW-1700CH-CL,30,
Kraus,KGW-1700CH-FR,30,
Kraus,KGW-1700CH-BRCL,30,
Kraus,KGW-1700CH-BRFR,30,
Kraus,KGW-1700CH-BLCL,30,
Kraus,KGW-1700CH-BLFR,30,
Kraus,KGW-1700SN-CL,30,
Kraus,KGW-1700SN-FR,30,
Kraus,KGW-1700SN-BRCL,30,
Kraus,KGW-1700SN-BRFR,30,
Kraus,KGW-1700SN-BLCL,30,
Kraus,KGW-1700SN-BLFR,30,
Kraus,KGW-1700AB-CL,0,Discontinued
Kraus,KGW-1700ORB-CL,30,
Kraus,KGW-1700ORB-FR,30,
Kraus,KGW-1700ORB-BRCL,30,
Kraus,KGW-1700ORB-BRFR,30,
Kraus,KGW-1700ORB-BLCL,30,
Kraus,KGW-1700ORB-BLFR,30,
Kraus,KGW-1700G-CL,30,
Kraus,KGW-1700G-FR,30,
Kraus,KGW-1700G-BRCL,30,
Kraus,KGW-1700G-BRFR,30,
Kraus,KGW-1700G-BLCL,30,
Kraus,KGW-1700G-BLFR,30,
Kraus,KGW-1700-PU-10CH-CL,30,
Kraus,KGW-1700-PU-10CH-FR,30,
Kraus,KGW-1700-PU-10CH-BRCL,30,
Kraus,KGW-1700-PU-10CH-BRFR,30,
Kraus,KGW-1700-PU-10CH-BLCL,30,
Kraus,KGW-1700-PU-10CH-BLFR,30,
Kraus,KGW-1700-PU-10SN-CL,30,
Kraus,KGW-1700-PU-10SN-FR,30,
Kraus,KGW-1700-PU-10SN-BRCL,30,
Kraus,KGW-1700-PU-10SN-BRFR,30,
Kraus,KGW-1700-PU-10SN-BLCL,30,
Kraus,KGW-1700-PU-10SN-BLFR,30,
Kraus,KGW-1700-PU-10AB-CL,0,Discontinued
Kraus,KGW-1700-PU-10ORB-CL,30,
Kraus,KGW-1700-PU-10ORB-FR,30,
Kraus,KGW-1700-PU-10ORB-BRCL,30,
Kraus,KGW-1700-PU-10ORB-BRFR,30,
Kraus,KGW-1700-PU-10ORB-BLCL,30,
Kraus,KGW-1700-PU-10ORB-BLFR,30,
Kraus,KGW-1700-PU-10G-CL,30,
Kraus,KGW-1700-PU-10G-FR,30,
Kraus,KGW-1700-PU-10G-BRCL,30,
Kraus,KGW-1700-PU-10G-BRFR,30,
Kraus,KGW-1700-PU-10G-BLCL,30,
Kraus,KGW-1700-PU-10G-BLFR,30,
Kraus,FVS-1002CH,30,
Kraus,FVS-1002SN,30,
Kraus,FVS-1002AB,0,Discontinued
Kraus,FVS-1002ORB,0,Discontinued
Kraus,FVS-1005CH,30,
Kraus,FVS-1005SN,30,
Kraus,FVS-1005ORB,30,
Kraus,FVS-1007CH,30,
Kraus,FVS-1007SN,30,
Kraus,FVS-1007AB,0,Discontinued
Kraus,FVS-1007ORB,0,Discontinued
Kraus,FVS-1100CH,0,Discontinued
Kraus,FVS-1100SN,0,Discontinued
Kraus,MIL-1200CH,0,Discontinued
Kraus,MIL-1200SN,0,Discontinued
Kraus,MIL-1202CH,30,
Kraus,MIL-1202SN,30,
Kraus,KBF-1300CH,30,
Kraus,KBF-1300SN,30,
Kraus,KBF-1300AB,0,Discontinued
Kraus,KBF-1300ORB,0,Discontinued
Kraus,FVS-1800CH,30,
Kraus,FVS-1810CH,30,
Kraus,KVF-2180,30,
Kraus,KEF-14300CH,30,
Kraus,KEF-14600CH,30,
Kraus,KEF-14700CH,30,
Kraus,KEF-14800CH,0,1/1/2013
Kraus,KEF-15000CH,30,
Kraus,KEF-15000BN,30,
Kraus,KEF-15000ORB,30,
Kraus,KEF-15100CH,30,
Kraus,KEF-15200CH,30,
Kraus,KEF-15500CH,30,
Kraus,KEF-15500BN,30,
Kraus,KEF-14301CH,30,
Kraus,KEF-14601CH,30,
Kraus,KEF-14701CH,15,
Kraus,KEF-14801CH,0,1/1/2013
Kraus,KEF-14901CH,30,
Kraus,KEF-14901BN,30,
Kraus,KEF-15001CH,30,
Kraus,KEF-15001BN,30,
Kraus,KEF-15001ORB,30,
Kraus,KEF-15101CH,30,
Kraus,KEF-15201CH,30,
Kraus,KEF-15501CH,30,
Kraus,KEF-15501BN,30,
Kraus,KEF-16000CH,30,
Kraus,KEF-16000BN,30,
Kraus,KEF-16000ORB,30,
Kraus,KEF-16000G,30,
Kraus,KEF-14303CH,30,
Kraus,KEF-14603CH,30,
Kraus,KEF-14703CH,30,
Kraus,KEF-14803CH,0,1/1/2013
Kraus,KEF-16003CH,30,
Kraus,KEF-16003BN,30,
Kraus,KEF-16003ORB,30,
Kraus,KEF-16003G,30,
Kraus,KEF-14607CH,30,
Kraus,KEF-14606CH,30,
Kraus,KEF-15106CH,30,
Kraus,PHOENIX-1,0,1/1/2013
Kraus,PHOENIX-2,30,
Kraus,FVS-1002-PU-10CH,30,
Kraus,FVS-1002-PU-10SN,30,
Kraus,FVS-1002-PU-10AB,0,Discontinued
Kraus,FVS-1002-PU-10ORB,0,Discontinued
Kraus,FVS-1005-PU-10CH,30,
Kraus,FVS-1005-PU-10SN,30,
Kraus,FVS-1005-PU-10ORB,30,
Kraus,FVS-1007-PU-10CH,30,
Kraus,FVS-1007-PU-10SN,30,
Kraus,FVS-1007-PU-10AB,0,Discontinued
Kraus,FVS-1007-PU-10ORB,0,Discontinued
Kraus,FVS-1100-PU-10CH,0,Discontinued
Kraus,FVS-1100-PU-10SN,0,Discontinued
Kraus,MIL-1200-PU-10CH,0,Discontinued
Kraus,MIL-1200-PU-10SN,0,Discontinued
Kraus,KBF-1300-PU-10CH,30,
Kraus,KBF-1300-PU-10SN,30,
Kraus,KBF-1300-PU-10AB,0,Discontinued
Kraus,KBF-1300-PU-10ORB,0,Discontinued
Kraus,FVS-1800-PU-10CH,30,
Kraus,FVS-1810-PU-10CH,30,
Kraus,KVF-2180-PU-10SN,30,
Kraus,KEF-14300-PU-10CH,30,
Kraus,KEF-14600-PU-10CH,30,
Kraus,KEF-14700-PU-10CH,30,
Kraus,KEF-14800-PU-10CH,0,1/1/2013
Kraus,KEF-15000-PU-10CH,30,
Kraus,KEF-15000-PU15BN,30,
Kraus,KEF-15000-PU15ORB,30,
Kraus,KEF-15100-PU-10CH,30,
Kraus,KEF-15200-PU10CH,30,
Kraus,KEF-15500-PU10CH,30,
Kraus,KEF-15500-PU15BN,30,
Kraus,KEF-14301-PU11CH,30,
Kraus,KEF-14601-PU11CH,30,
Kraus,KEF-14701-PU11CH,15,
Kraus,KEF-14801-PU11CH,0,1/1/2013
Kraus,KEF-14901-PU11CH,30,
Kraus,KEF-14901-PU16BN,30,
Kraus,KEF-15001-PU11CH,30,
Kraus,KEF-15001-PU16BN,30,
Kraus,KEF-15001-PU16ORB,30,
Kraus,KEF-15101-PU11CH,30,
Kraus,KEF-15201-PU11CH,30,
Kraus,KEF-15501-PU11CH,30,
Kraus,KEF-15501-PU16BN,30,
Kraus,KEF-16000-PU11CH,30,
Kraus,KEF-16000-PU16BN,30,
Kraus,KEF-16000-PU16ORB,30,
Kraus,KEF-14303-PU11CH,30,
Kraus,KEF-14603-PU11CH,30,
Kraus,KEF-14703-PU11CH,30,
Kraus,KHF200-30,30,
Kraus,KHF200-33,30,
Kraus,KHF200-36,30,
Kraus,KHF203-33,30,
Kraus,KHF203-36,30,
Kraus,KHF204-33,30,
Kraus,KHU100-30,30,
Kraus,KHU100-32,30,
Kraus,KHU101-23,30,
Kraus,KHU102-33,30,
Kraus,KHU103-33,30,
Kraus,KHU104-33,30,
Kraus,KHU105-32,30,
Kraus,KHU121-23,30,
Kraus,KHU122-23,30,
Kraus,KHU123-32,30,
Kraus,KHU301-45,0,Discontinued
Kraus,KBU10,30,
Kraus,KBU11,30,
Kraus,KBU12,30,
Kraus,KBU14,30,
Kraus,KBU15,30,
Kraus,KBU16,30,
Kraus,KBU17,15,
Kraus,KBU21,30,
Kraus,KBU22,30,
Kraus,KBU23,30,
Kraus,KBU24,30,
Kraus,KBU25,0,11/25/2012
Kraus,KBU26,30,
Kraus,KBU27,30,
Kraus,KBU28,30,
Kraus,KBU29,0,12/2/2012
Kraus,KTM24,30,
Kraus,KTM25,30,
Kraus,KTM32,0,11/25/2012
Kraus,KTM33,0,11/25/2012
Kraus,KHF200-30-KPF1602-KSD30CH,30,
Kraus,KHF200-30-KPF1612-KSD30CH,30,
Kraus,KHF200-30-KPF1621-KSD30CH,30,
Kraus,KHF200-30-KPF1622-KSD30CH,30,
Kraus,KHF200-30-KPF1650-KSD30CH,30,
Kraus,KHF200-30-KPF2110-SD20,30,
Kraus,KHF200-30-KPF2120-SD20,30,
Kraus,KHF200-30-KPF2130-SD20,30,
Kraus,KHF200-30-KPF2150-SD20,30,
Kraus,KHF200-30-KPF2160-SD20,30,
Kraus,KHF200-30-KPF2170-SD20,30,
Kraus,KHF200-30-KPF2210-KSD30CH,30,
Kraus,KHF200-30-KPF2210-KSD30SN,30,
Kraus,KHF200-30-KPF2210-KSD30ORB,30,
Kraus,KHF200-30-KPF2220-KSD30CH,30,
Kraus,KHF200-30-KPF2220-KSD30SN,30,
Kraus,KHF200-30-KPF2220-KSD30ORB,30,
Kraus,KHF200-30-KPF2230-KSD30CH,30,
Kraus,KHF200-30-KPF2230-KSD30SN,30,
Kraus,KHF200-30-KPF2230-KSD30ORB,30,
Kraus,KHF200-33-KPF1602-KSD30CH,30,
Kraus,KHF200-33-KPF1612-KSD30CH,30,
Kraus,KHF200-33-KPF1621-KSD30CH,30,
Kraus,KHF200-33-KPF1622-KSD30CH,30,
Kraus,KHF200-33-KPF1650-KSD30CH,30,
Kraus,KHF200-33-KPF2110-SD20,30,
Kraus,KHF200-33-KPF2120-SD20,30,
Kraus,KHF200-33-KPF2130-SD20,30,
Kraus,KHF200-33-KPF2150-SD20,30,
Kraus,KHF200-33-KPF2170-SD20,30,
Kraus,KHF200-33-KPF2210-KSD30CH,30,
Kraus,KHF200-33-KPF2210-KSD30SN,30,
Kraus,KHF200-33-KPF2210-KSD30ORB,30,
Kraus,KHF200-33-KPF2220-KSD30CH,30,
Kraus,KHF200-33-KPF2220-KSD30SN,30,
Kraus,KHF200-33-KPF2220-KSD30ORB,30,
Kraus,KHF200-36-KPF1602-KSD30CH,30,
Kraus,KHF200-36-KPF1612-KSD30CH,30,
Kraus,KHF200-36-KPF1621-KSD30CH,30,
Kraus,KHF200-36-KPF1622-KSD30CH,30,
Kraus,KHF200-36-KPF1650-KSD30CH,30,
Kraus,KHF200-36-KPF2110-SD20,30,
Kraus,KHF200-36-KPF2120-SD20,30,
Kraus,KHF200-36-KPF2130-SD20,30,
